Customer_ID,Customer_Name,Age,Occupation,City,Annual_Income,Credit_Score,Total_Accounts,Total_Balance
300077,Client_76,47.0,Student,Chennai,49158.91,735,0.0,0.0
300078,Client_77,55.0,Business,Bengaluru,55089.79,712,1.0,4484.56
300079,Client_78,21.0,Salaried,Delhi,196335.65,809,2.0,5960.6
300080,Client_79,23.0,Student,Chennai,78978.46,707,1.0,14879.79
300081,Client_80,25.0,Self Employed,Pune,41650.09,720,0.0,0.0
300082,Client_81,23.0,Retired,Jaipur,187015.52,664,3.0,34661.57
300083,Client_82,73.0,Student,Pune,56296.58,620,1.0,7886.66
300084,Client_83,52.0,Retired,Mumbai,57631.66,748,1.0,22296.44
300085,Client_84,49.0,Business,Kolkata,29471.26,779,0.0,0.0
300086,Client_85,59.0,Student,Jaipur,153103.23,799,2.0,103580.07
300087,Client_86,33.0,Salaried,Bengaluru,145525.98,770,1.0,12443.58
300088,Client_87,70.0,Retired,Pune,62017.28,664,0.0,0.0
300089,Client_88,38.0,Self Employed,Kolkata,106569.15,857,2.0,25776.449999999997
300090,Client_89,18.0,Retired,Jaipur,52574.19,673,0.0,0.0
300091,Client_90,44.0,Salaried,Pune,54112.26,730,1.0,19274.58
300092,Client_91,32.0,Salaried,Kolkata,66629.95,707,0.0,0.0
300093,Client_92,73.0,Student,Delhi,69707.95,855,0.0,0.0
300094,Client_93,34.0,Business,Mumbai,41860.2,818,0.0,0.0
300095,Client_94,25.0,Salaried,Chennai,43267.91,663,1.0,87634.02
300096,Client_95,30.0,Student,Chennai,166329.94,707,1.0,12858.66
300097,Client_96,44.0,Business,Delhi,47233.63,655,3.0,51346.119999999995
300098,Client_97,46.0,Salaried,Chennai,92352.27,667,2.0,12617.89
300099,Client_98,70.0,Student,Pune,46839.15,714,1.0,8964.08
300100,Client_99,39.0,Student,Kolkata,28566.17,682,1.0,5787.1
300101,Client_100,48.0,Self Employed,Kolkata,65349.41,728,1.0,8782.45
300102,Client_101,35.0,Student,Mumbai,44058.9,625,1.0,6534.75
300103,Client_102,57.0,Salaried,Mumbai,124179.48,668,4.0,78907.83
300104,Client_103,21.0,Student,Mumbai,95325.82,765,1.0,17156.41
300105,Client_104,33.0,Retired,Chennai,75143.13,698,1.0,1195.61
300106,Client_105,71.0,Student,Kolkata,59404.94,598,1.0,14729.72
300107,Client_106,49.0,Retired,Pune,126785.74,638,1.0,4097.44
300108,Client_107,30.0,Business,Chennai,76616.87,833,1.0,29402.83
300109,Client_108,49.0,Student,Pune,90538.96,727,2.0,37733.259999999995
300110,Client_109,71.0,Salaried,Pune,51193.71,703,0.0,0.0
300111,Client_110,62.0,Retired,Kolkata,24902.28,778,1.0,35643.13
300112,Client_111,23.0,Business,Pune,74576.18,734,5.0,196963.04
300113,Client_112,48.0,Retired,Pune,195845.77,736,2.0,39247.98
300114,Client_113,21.0,Retired,Pune,237418.94,790,0.0,0.0
300115,Client_114,52.0,Retired,Pune,146687.78,741,1.0,10317.05
300116,Client_115,28.0,Retired,Kolkata,28565.38,710,0.0,0.0
300117,Client_116,46.0,Retired,Mumbai,88191.05,791,2.0,21945.77
300118,Client_117,26.0,Retired,Bengaluru,36192.97,773,4.0,49925.159999999996
300119,Client_118,59.0,Business,Jaipur,94519.49,607,1.0,14932.55
300120,Client_119,73.0,Self Employed,Chennai,198497.05,784,0.0,0.0
300121,Client_120,75.0,Salaried,Pune,97836.23,813,2.0,69244.04000000001
300122,Client_121,57.0,Student,Mumbai,110183.84,751,1.0,6911.7
300123,Client_122,29.0,Retired,Chennai,77696.17,653,0.0,0.0
300124,Client_123,42.0,Self Employed,Delhi,41079.96,668,2.0,49242.69
300125,Client_124,19.0,Retired,Pune,108005.81,585,1.0,46002.79
300126,Client_125,23.0,Self Employed,Bengaluru,19096.73,730,1.0,2866.26
300127,Client_126,33.0,Retired,Mumbai,48296.48,717,0.0,0.0
300128,Client_127,52.0,Salaried,Delhi,23846.96,661,2.0,38595.57
300129,Client_128,20.0,Salaried,Pune,32309.97,671,3.0,38208.4
300130,Client_129,65.0,Salaried,Chennai,89939.68,766,1.0,8482.32
300131,Client_130,61.0,Self Employed,Pune,53096.22,705,3.0,46531.58
300132,Client_131,43.0,Business,Bengaluru,73979.19,813,0.0,0.0
300133,Client_132,24.0,Salaried,Pune,48066.95,748,0.0,0.0
300134,Client_133,31.0,Self Employed,Kolkata,77367.33,639,3.0,38776.61
300135,Client_134,55.0,Student,Jaipur,62202.16,752,3.0,14773.89
300136,Client_135,75.0,Salaried,Chennai,52503.8,728,1.0,6328.91
300137,Client_136,50.0,Self Employed,Kolkata,83211.6,627,3.0,21765.01
300138,Client_137,69.0,Self Employed,Chennai,44768.71,775,1.0,15736.28
300139,Client_138,19.0,Self Employed,Chennai,20618.56,653,0.0,0.0
300140,Client_139,18.0,Self Employed,Delhi,53177.77,780,1.0,7320.86
300141,Client_140,20.0,Retired,Bengaluru,181546.79,729,2.0,9489.72
300142,Client_141,33.0,Student,Mumbai,14824.33,795,2.0,18454.52
300143,Client_142,24.0,Retired,Chennai,28754.26,621,0.0,0.0
300144,Client_143,44.0,Salaried,Mumbai,103429.98,594,1.0,2715.31
300145,Client_144,44.0,Business,Jaipur,64437.55,800,2.0,17171.71
300146,Client_145,39.0,Retired,Pune,70075.6,688,0.0,0.0
300147,Client_146,22.0,Retired,Jaipur,45215.92,678,0.0,0.0
300148,Client_147,55.0,Student,Bengaluru,157335.31,763,0.0,0.0
300149,Client_148,46.0,Student,Mumbai,34577.0,783,0.0,0.0
300150,Client_149,44.0,Business,Mumbai,38166.99,708,1.0,12887.37
300151,Client_150,51.0,Student,Jaipur,105632.93,758,2.0,40627.350000000006
300152,Client_151,47.0,Self Employed,Mumbai,105005.45,682,0.0,0.0
300153,Client_152,19.0,Business,Pune,142645.47,746,2.0,18278.68
300154,Client_153,59.0,Student,Bengaluru,39466.39,690,1.0,1965.16
300155,Client_154,59.0,Business,Bengaluru,87345.51,743,3.0,72274.4
300156,Client_155,44.0,Salaried,Kolkata,180500.72,777,2.0,79685.88
300157,Client_156,49.0,Self Employed,Jaipur,82518.06,610,3.0,38551.759999999995
300158,Client_157,42.0,Self Employed,Kolkata,36297.87,756,0.0,0.0
300159,Client_158,62.0,Business,Jaipur,41177.12,678,2.0,23647.0
300160,Client_159,58.0,Retired,Mumbai,155478.14,709,4.0,25275.02
300161,Client_160,26.0,Student,Jaipur,41521.14,726,3.0,23770.61
300162,Client_161,24.0,Self Employed,Mumbai,22852.36,810,2.0,5134.41
300163,Client_162,63.0,Retired,Bengaluru,59432.36,728,0.0,0.0
300164,Client_163,65.0,Business,Chennai,68257.05,764,0.0,0.0
300165,Client_164,32.0,Self Employed,Mumbai,19538.55,671,1.0,3399.27
300166,Client_165,41.0,Business,Pune,47110.98,643,1.0,16396.54
300167,Client_166,22.0,Student,Jaipur,70687.93,751,2.0,28534.440000000002
300168,Client_167,32.0,Retired,Chennai,33949.86,794,2.0,49899.990000000005
300169,Client_168,72.0,Student,Jaipur,147611.49,806,2.0,47496.17
300170,Client_169,31.0,Self Employed,Kolkata,44485.01,688,1.0,2162.24
300171,Client_170,55.0,Business,Chennai,38247.9,873,1.0,4384.16
300172,Client_171,75.0,Business,Kolkata,74659.05,805,3.0,116339.49
300173,Client_172,66.0,Self Employed,Chennai,48887.26,838,0.0,0.0
300174,Client_173,29.0,Retired,Delhi,88406.09,773,2.0,13804.75
300175,Client_174,33.0,Salaried,Bengaluru,153977.4,679,2.0,28001.71
300176,Client_175,64.0,Salaried,Delhi,77157.82,735,1.0,8459.16
300177,Client_176,60.0,Self Employed,Mumbai,76913.77,679,2.0,18692.59
300178,Client_177,73.0,Business,Delhi,35048.12,772,1.0,22402.13
300179,Client_178,30.0,Retired,Chennai,180475.93,727,0.0,0.0
300180,Client_179,59.0,Retired,Mumbai,26771.65,632,2.0,22437.55
300181,Client_180,47.0,Student,Chennai,30738.28,783,1.0,41198.17
300182,Client_181,21.0,Student,Chennai,39185.39,772,0.0,0.0
300183,Client_182,33.0,Business,Jaipur,99278.54,803,1.0,2655.36
300184,Client_183,57.0,Student,Bengaluru,20549.16,841,0.0,0.0
300185,Client_184,23.0,Salaried,Chennai,110996.78,626,0.0,0.0
300186,Client_185,44.0,Salaried,Bengaluru,58819.32,698,0.0,0.0
300187,Client_186,36.0,Self Employed,Mumbai,85367.2,747,1.0,26038.71
300188,Client_187,35.0,Business,Delhi,50118.99,670,2.0,38297.119999999995
300189,Client_188,53.0,Business,Kolkata,70442.04,681,3.0,128438.37
300190,Client_189,46.0,Salaried,Bengaluru,62530.49,799,0.0,0.0
300191,Client_190,22.0,Business,Kolkata,37680.67,730,3.0,26437.77
300192,Client_191,62.0,Self Employed,Jaipur,170658.22,704,0.0,0.0
300193,Client_192,34.0,Self Employed,Pune,51558.01,748,3.0,46412.270000000004
300194,Client_193,40.0,Retired,Jaipur,41310.41,776,1.0,2339.67
300195,Client_194,33.0,Salaried,Delhi,77653.99,776,0.0,0.0
300196,Client_195,50.0,Self Employed,Jaipur,105473.78,788,0.0,0.0
300197,Client_196,74.0,Retired,Delhi,94999.84,672,2.0,15655.19
300198,Client_197,52.0,Salaried,Bengaluru,73707.28,772,0.0,0.0
300199,Client_198,75.0,Student,Jaipur,62880.95,786,1.0,11249.56
300200,Client_199,32.0,Salaried,Kolkata,54465.23,695,4.0,57307.26
300201,Client_200,51.0,Self Employed,Delhi,76202.2,669,0.0,0.0
300202,Client_201,18.0,Salaried,Delhi,67966.31,691,1.0,4476.26
300203,Client_202,39.0,Salaried,Pune,72461.46,642,4.0,38992.14
300204,CLIENT_203,39.0,Student,Jaipur,132714.43,683,1.0,3128.91
300205,Client_204,57.0,Salaried,Delhi,59059.48,671,2.0,36211.49
300206,Client_205,46.0,Business,Mumbai,42657.67,717,2.0,24874.79
300207,Client_206,62.0,Salaried,Chennai,36416.83,750,3.0,27707.02
300208,Client_207,52.0,Self Employed,Delhi,26411.3,648,1.0,642.78
300209,Client_208,39.0,Business,Kolkata,19754.71,737,0.0,0.0
300210,Client_209,50.0,Retired,Pune,120634.95,714,0.0,0.0
300211,Client_210,71.0,Retired,Bengaluru,103665.04,689,2.0,56966.46000000001
300212,Client_211,40.0,Salaried,Kolkata,134259.09,746,2.0,42875.31
300213,Client_212,49.0,Retired,Pune,59420.21,732,0.0,0.0
300214,Client_213,57.0,Student,Mumbai,75775.86,765,1.0,13479.49
300215,Client_214,74.0,Business,Pune,93813.36,642,1.0,55319.41
300216,Client_215,53.0,Salaried,Bengaluru,59917.5,814,0.0,0.0
300217,Client_216,22.0,Business,Chennai,53017.56,688,2.0,11004.04
300218,Client_217,33.0,Self Employed,Jaipur,51582.2,724,1.0,7411.83
300219,Client_218,73.0,Retired,Jaipur,109523.05,900,0.0,0.0
300220,Client_219,61.0,Business,Delhi,106841.82,812,1.0,4756.58
300221,Client_220,32.0,Business,Pune,32178.52,690,1.0,39041.98
300222,Client_221,39.0,Retired,Pune,65230.84,803,0.0,0.0
300223,Client_222,36.0,Student,Mumbai,45940.04,720,0.0,0.0
300224,Client_223,62.0,Retired,Bengaluru,35402.3,662,3.0,84580.76
300225,Client_224,42.0,Self Employed,Pune,139036.37,786,1.0,9436.58
300226,Client_225,19.0,Self Employed,Pune,68639.62,805,1.0,82962.81
300227,Client_226,73.0,Salaried,Pune,166350.61,688,1.0,7296.62
300228,Unknown,25.0,Self Employed,Bengaluru,62035.23,858,2.0,12553.97
300229,Client_228,66.0,Business,Chennai,93904.5,661,1.0,30896.58
300230,Unknown,66.0,Retired,Mumbai,68795.64,654,0.0,0.0
300231,Client_230,49.0,Business,Bengaluru,80493.94,599,2.0,9240.17
300232,Client_231,69.0,Self Employed,Pune,45353.68,726,1.0,8776.2
300233,Client_232,31.0,Retired,Kolkata,76934.9,715,1.0,4806.97
300234,Client_233,23.0,Self Employed,Delhi,34730.61,702,1.0,202414.48
300235,Client_234,51.0,Retired,Pune,33376.46,709,1.0,2593.74
300236,Client_235,68.0,Retired,Delhi,75757.39,701,0.0,0.0
300237,Client_236,39.0,Business,Pune,77365.79,588,0.0,0.0
300238,Client_237,60.0,Student,Kolkata,90377.25,644,2.0,8265.06
300239,Client_238,65.0,Salaried,Kolkata,61639.31,696,1.0,8174.58
300240,Client_239,50.0,Self Employed,Mumbai,100573.98,729,1.0,7905.12
300241,Client_240,48.0,Self Employed,Delhi,276676.41,739,1.0,20083.64
300242,Client_241,52.0,Retired,Kolkata,82945.8,678,2.0,31484.92
300243,Client_242,24.0,Salaried,Bengaluru,136098.09,852,1.0,2672.52
300244,Client_243,48.0,Self Employed,Jaipur,122818.54,738,0.0,0.0
300245,Client_244,63.0,Salaried,Jaipur,115953.1,665,2.0,37518.42
300246,Client_245,59.0,Student,Bengaluru,113382.81,640,2.0,39405.17
300247,Client_246,21.0,Business,Jaipur,48943.5,780,0.0,0.0
300248,Client_247,47.0,Business,Kolkata,60603.0,719,2.0,26873.22
300249,Client_248,57.0,Salaried,Pune,110274.4,676,1.0,10411.36
300250,Client_249,64.0,Business,Jaipur,104498.45,684,4.0,54337.69
300251,Client_250,49.0,Self Employed,Delhi,91625.91,754,1.0,12342.08
300252,Client_251,22.0,Self Employed,Delhi,61884.95,634,2.0,95483.33
300253,Client_252,58.0,Retired,Delhi,30095.05,729,3.0,32590.6
300254,Client_253,61.0,Salaried,Chennai,29320.21,661,1.0,19684.62
300255,Client_254,33.0,Salaried,Jaipur,39222.1,659,1.0,3685.93
300256,Client_255,42.0,Self Employed,Chennai,52226.23,652,1.0,5044.84
300257,Client_256,38.0,Business,Chennai,106642.76,688,3.0,34484.25
300258,Client_257,46.0,Self Employed,Kolkata,75680.32,643,1.0,10594.19
300259,Client_258,22.0,Self Employed,Mumbai,29478.55,721,1.0,7800.17
300260,Client_259,59.0,Self Employed,Bengaluru,74262.89,639,0.0,0.0
300261,Client_260,26.0,Retired,Chennai,53283.74,794,0.0,0.0
300262,Client_261,37.0,Self Employed,Mumbai,173465.21,817,0.0,0.0
300263,Client_262,72.0,Student,Kolkata,74082.72,749,0.0,0.0
300264,Client_263,65.0,Self Employed,Kolkata,50336.11,735,1.0,21980.99
300265,CLIENT_264,30.0,Salaried,Delhi,80965.43,709,1.0,9121.45
300266,Client_265,56.0,Student,Kolkata,65156.81,641,1.0,17850.82
300267,Client_266,22.0,Salaried,Bengaluru,73751.31,772,2.0,48271.2
300268,Client_267,54.0,Student,Delhi,279275.03,695,2.0,15850.59
300269,Client_268,32.0,Self Employed,Kolkata,61722.93,799,3.0,18502.78
300270,Client_269,56.0,Student,Kolkata,46920.07,729,0.0,0.0
300271,Client_270,66.0,Business,Mumbai,122229.36,716,0.0,0.0
300272,Client_271,74.0,Student,Mumbai,150251.48,722,1.0,4562.06
300273,Client_272,53.0,Retired,Mumbai,42553.99,749,2.0,53557.15
300274,Client_273,50.0,Salaried,Delhi,141673.62,812,2.0,20391.67
300275,Client_274,27.0,Student,Kolkata,108077.34,816,2.0,70258.44
300276,Client_275,43.0,Undefined,Mumbai,42717.04,757,1.0,8379.77
300277,Client_276,26.0,Retired,Kolkata,71550.51,884,1.0,2727.63
300278,Client_277,28.0,Self Employed,Mumbai,102623.9,746,3.0,44314.479999999996
300279,Client_278,59.0,Retired,Jaipur,58026.44,633,0.0,0.0
300280,Client_279,53.0,Student,Kolkata,96376.14,644,1.0,4507.85
300281,Client_280,62.0,Salaried,Delhi,87226.87,709,1.0,34268.45
300282,Client_281,39.0,Salaried,Mumbai,103415.71,676,1.0,9559.05
300283,Client_282,42.0,Student,Mumbai,120003.67,696,3.0,23519.17
300284,Client_283,41.0,Student,Chennai,58228.5,751,0.0,0.0
300285,Client_284,40.0,Student,Pune,104916.35,750,1.0,9282.18
300286,Client_285,19.0,Self Employed,Delhi,35758.79,657,0.0,0.0
300287,Client_286,75.0,Business,Bengaluru,28923.14,783,1.0,31391.98
300288,Client_287,31.0,Salaried,Pune,67194.48,736,2.0,37539.66
300289,Client_288,64.0,Retired,Delhi,281861.33,695,1.0,10964.5
300290,Client_289,36.0,Salaried,Mumbai,87061.66,733,1.0,8599.79
300291,Client_290,63.0,Self Employed,Mumbai,93667.53,654,1.0,1939.8
300292,Client_291,40.0,Student,Mumbai,41658.68,766,1.0,7648.06
300293,Client_292,55.0,Business,Jaipur,78754.85,695,1.0,5608.21
300294,Client_293,70.0,Self Employed,Bengaluru,28917.28,732,0.0,0.0
300295,Client_294,54.0,Self Employed,Chennai,34972.97,718,0.0,0.0
300296,Client_295,70.0,Salaried,Delhi,33573.91,760,1.0,68654.24
300297,Client_296,42.0,Salaried,Delhi,76122.72,764,2.0,13451.7
300298,Client_297,72.0,Retired,Chennai,95207.06,745,1.0,8158.32
300299,Client_298,49.0,Student,Chennai,74199.05,728,0.0,0.0
300300,Client_299,39.0,Student,Chennai,38856.56,693,3.0,12086.17
300301,Client_300,31.0,Student,Bengaluru,120745.82,623,4.0,40947.98
300302,Client_301,23.0,Self Employed,Kolkata,75193.32,778,3.0,55446.630000000005
300303,Client_302,38.0,Student,Kolkata,52819.44,657,1.0,5790.78
300304,Client_303,71.0,Self Employed,Pune,54818.04,761,0.0,0.0
300305,Client_304,71.0,Salaried,Jaipur,37881.76,767,1.0,12427.88
300306,Client_305,33.0,Self Employed,Jaipur,51291.01,700,1.0,8486.91
300307,Client_306,71.0,Retired,Bengaluru,56184.54,763,2.0,16218.46
300308,Client_307,34.0,Salaried,Pune,18439.35,829,2.0,32847.63
300309,Client_308,59.0,Salaried,Delhi,63478.51,699,0.0,0.0
300310,Client_309,25.0,Self Employed,Mumbai,103208.94,736,1.0,29700.52
300311,Client_310,71.0,Self Employed,Chennai,43295.33,752,2.0,10392.880000000001
300312,Client_311,38.0,Salaried,Chennai,224053.58,724,0.0,0.0
300313,Client_312,53.0,Salaried,Chennai,196163.81,685,2.0,11437.59
300314,Client_313,29.0,Salaried,Jaipur,68789.81,686,0.0,0.0
300315,Client_314,25.0,Student,Delhi,23257.38,734,0.0,0.0
300316,Client_315,38.0,Business,Delhi,25540.12,739,0.0,0.0
300317,Client_316,52.0,Business,Jaipur,36567.98,755,1.0,7397.53
300318,Client_317,29.0,Business,Jaipur,64054.73,683,1.0,24611.2
300319,Client_318,47.0,Student,Jaipur,78178.02,743,0.0,0.0
300320,Client_319,33.0,Self Employed,Chennai,65867.56,747,0.0,0.0
300321,Client_320,71.0,Retired,Delhi,36929.38,802,2.0,8455.3
300322,Client_321,53.0,Salaried,Jaipur,67151.79,703,3.0,31525.629999999997
300323,Client_322 ,19.0,Self Employed,Delhi,191068.84,769,0.0,0.0
300324,Client_323,64.0,Business,Delhi,58266.59,711,2.0,12479.779999999999
300325,Client_324,32.0,Self Employed,Pune,57779.97,668,1.0,12652.17
300326,Client_325,64.0,Student,Kolkata,100153.26,737,0.0,0.0
300327,Client_326,51.0,Business,Mumbai,86980.19,697,0.0,0.0
300328,Client_327,75.0,Student,Pune,37679.33,734,1.0,37369.16
300329,Client_328,26.0,Business,Mumbai,70078.58,660,1.0,20476.32
300330,Client_329,29.0,Self Employed,Mumbai,416960.52,632,0.0,0.0
300331,Client_330,38.0,Salaried,Mumbai,56635.6,609,1.0,11292.91
300332,Client_331,43.0,Self Employed,Pune,55462.8,739,0.0,0.0
300333,Client_332,75.0,Self Employed,Pune,33626.12,728,0.0,0.0
300334,Client_333,70.0,Student,Bengaluru,63984.84,663,1.0,6409.62
300335,Client_334,71.0,Business,Delhi,119336.08,649,1.0,4554.68
300336,Client_335,71.0,Salaried,Chennai,143248.57,766,0.0,0.0
300337,Client_336,70.0,Self Employed,Kolkata,125972.97,740,1.0,62959.39
300338,Client_337,72.0,Business,Delhi,111101.2,699,2.0,9252.4
300339,Client_338,64.0,Business,Jaipur,179702.77,676,2.0,16308.920000000002
300340,Client_339,72.0,Student,Jaipur,137322.62,737,3.0,12561.07
300341,Client_340,58.0,Retired,Delhi,13829.4,686,2.0,31094.84
300342,Client_341,39.0,Self Employed,Chennai,50346.61,781,2.0,20344.99
300343,Client_342,21.0,Student,Jaipur,68878.88,706,0.0,0.0
300344,Client_343,51.0,Student,Delhi,68208.52,790,1.0,9780.56
300345,Client_344,75.0,Business,Jaipur,48796.8,710,1.0,7155.49
300346,Client_345,41.0,Student,Jaipur,25260.32,775,1.0,6629.69
300347,Client_346,56.0,Retired,Delhi,126637.61,654,1.0,2641.37
300348,Client_347,70.0,Self Employed,Kolkata,62414.93,717,3.0,50723.329999999994
300349,Client_348,48.0,Retired,Pune,51668.1,735,3.0,52629.74
300350,Client_349,29.0,Salaried,Pune,66160.96,800,1.0,2330.01
300351,Client_350,26.0,Self Employed,Pune,48978.77,755,0.0,0.0
300352,Client_351,18.0,Retired,Pune,29222.97,766,2.0,29078.510000000002
300353,Client_352,54.0,Business,Delhi,102317.18,762,1.0,30148.52
300354,Client_353,74.0,Retired,Chennai,36835.11,760,1.0,135714.95
300355,Client_354,53.0,Business,Mumbai,41426.57,818,3.0,59831.020000000004
300356,Client_355,38.0,Salaried,Mumbai,72607.09,876,1.0,5633.91
300357,Client_356,65.0,Student,Kolkata,47215.48,760,0.0,0.0
300358,Client_357,38.0,Business,Kolkata,65724.67,666,2.0,14211.580000000002
300359,Client_358,22.0,Salaried,Pune,65005.28,882,0.0,0.0
300360,Client_359,59.0,Retired,Kolkata,29960.94,740,3.0,22287.51
300361,Client_360,52.0,Business,Pune,100757.34,691,4.0,88361.7
300362,Client_361,60.0,Student,Mumbai,46295.66,627,1.0,2404.96
300363,Client_362,46.0,Salaried,Mumbai,80910.97,599,2.0,10171.33
300364,Client_363,37.0,Undefined,Jaipur,51145.56,775,0.0,0.0
300365,Client_364,48.0,Retired,Jaipur,46186.3,578,3.0,21522.54
300366,Client_365,54.0,Salaried,Delhi,114785.11,770,1.0,3477.96
300367,Client_366,65.0,Self Employed,Bengaluru,26050.95,766,1.0,4730.86
